"lonely_obs","male","agea","mnactic","domicil","hhmmb","eduyrs","trust_other","health","netustm","aesfdrk","hlthhmp","hincfel"
"0",0,60,"Housework","village",4,5,1.9,2,0,1,0,3
"1",0,86,"Retired","village",2,4,1.6,3,0,2,0,3
"0",0,18,"Education","suburb",4,12,1.3,1,240,2,0,1
"1",0,31,"PaidWork","suburb",3,24,1.5,2,300,2,0,3
"1",0,39,"PaidWork","bigcity",5,9,2.1,3,120,2,0,2
"0",1,59,"PaidWork","bigcity",3,4,1.9,3,180,2,0,2
"1",0,84,"Retired","village",2,4,0.5,5,0,4,1,4
"0",1,74,"Retired","village",3,15,1.7,1,180,1,0,1
"1",0,60,"Unemployed","suburb",3,12,1.2,2,120,2,0,3
"0",1,41,"PaidWork","suburb",2,19,1.8,2,480,2,0,2
"1",0,80,"Retired","town",1,4,1.1,3,0,2,1,1
"1",0,74,"Housework","bigcity",2,4,1.2,3,0,3,0,3
"1",0,48,"PaidWork","suburb",6,12,0.9,3,45,1,1,2
"1",1,43,"PaidWork","village",3,9,0.1,3,600,2,0,2
"0",1,23,"PaidWork","village",3,12,1.7,2,240,1,0,2
"1",0,63,"PaidWork","bigcity",2,12,1.1,2,360,2,0,2
"0",1,31,"PaidWork","suburb",3,17,1.6,2,360,2,0,3
"0",0,49,"PaidWork","suburb",1,17,2,3,180,2,0,2
"0",0,27,"PaidWork","town",2,18,1.1,2,300,2,0,1
"0",1,81,"Retired","bigcity",2,6,1.4,3,120,2,0,2
"0",1,53,"Unemployed","bigcity",2,20,0.6,3,720,1,0,2
"0",0,56,"PaidWork","town",2,12,0.8,2,180,2,0,2
"1",0,61,"PaidWork","suburb",1,17,2.3,3,360,2,0,1
"1",0,58,"Housework","town",3,6,1.1,3,0,2,0,3
"0",0,40,"PaidWork","bigcity",4,19,2.1,1,300,1,0,1
"1",1,48,"PaidWork","village",4,6,1.5,3,60,2,0,2
"0",1,69,"Retired","suburb",2,13,1.1,2,0,3,0,1
"1",0,57,"sickDisabled","bigcity",3,12,1.9,4,60,1,1,4
"1",0,84,"Retired","town",1,3,1,3,0,2,0,2
"0",0,61,"PaidWork","town",2,6,0.8,2,180,2,0,2
"0",1,62,"PaidWork","town",2,6,1,2,0,2,0,2
"0",0,64,"Retired","suburb",1,9,1.2,2,180,3,0,4
"0",1,24,"PaidWork","town",2,12,0.9,1,150,3,0,2
"0",0,47,"PaidWork","village",1,10,2.1,2,180,2,0,3
"0",1,16,"Education","suburb",3,7,1.8,1,480,1,0,1
"0",1,46,"PaidWork","town",4,9,1.3,2,120,1,0,1
"1",0,62,"PaidWork","village",3,9,0,4,60,2,1,3
"1",0,55,"PaidWork","bigcity",2,16,0.6,3,80,2,0,2
"0",0,59,"PaidWork","village",2,4,1.5,2,60,1,0,2
"1",1,74,"Retired","bigcity",3,13,0.8,2,60,2,0,2
"1",0,29,"PaidWork","bigcity",4,15,1.8,2,480,2,0,3
"1",0,49,"PaidWork","bigcity",2,17,1.4,2,120,2,1,1
"0",0,66,"PaidWork","village",2,4,1.4,4,20,1,1,3
"0",1,20,"Unemployed","village",4,12,1,1,180,1,0,2
"1",1,53,"PaidWork","town",1,7,1.7,2,240,2,0,2
"0",0,19,"Education","town",3,12,1.4,2,180,3,0,2
"0",0,47,"PaidWork","town",2,16,1.1,2,180,2,0,2
"0",1,39,"PaidWork","suburb",3,12,2.2,2,120,2,0,2
"1",0,67,"Retired","town",1,4,0.6,4,0,3,1,2
"0",0,59,"PaidWork","village",2,9,1.7,2,15,2,0,2
"1",0,46,"PaidWork","bigcity",5,12,1.8,2,0,2,0,2
"0",1,68,"Retired","village",2,3,1.8,3,0,2,0,2
"1",0,47,"PaidWork","bigcity",6,16,1.4,2,240,2,0,2
"1",0,77,"Retired","town",3,6,1.3,3,60,2,0,2
"0",0,46,"PaidWork","village",3,12,1.4,3,30,2,0,2
"0",1,15,"Education","town",3,9,0.7,1,480,2,0,2
"0",0,56,"Retired","bigcity",1,14,1.2,5,120,2,1,3
"1",1,50,"PaidWork","town",5,9,0.3,2,180,2,0,3
"0",0,66,"Retired","town",2,16,1.4,3,60,1,1,2
"1",0,75,"Retired","bigcity",2,4,1,4,0,2,1,3
"1",1,78,"Retired","town",1,4,0.5,4,0,4,1,3
"0",1,70,"Retired","village",2,12,1.8,2,60,3,0,2
"0",0,78,"Retired","suburb",2,4,1.4,3,0,2,0,3
"1",1,81,"Retired","bigcity",2,12,1.5,2,0,2,1,1
"1",1,27,"PaidWork","suburb",3,12,2.4,1,180,2,0,2
"1",0,81,"Retired","village",1,4,0.8,4,0,2,1,4
"0",1,65,"Retired","suburb",2,18,1.2,3,60,2,0,2
"0",1,79,"Retired","village",2,4,0.9,3,0,2,0,3
"0",0,39,"PaidWork","suburb",1,18,2.1,2,840,2,0,1
"0",0,22,"PaidWork","bigcity",3,12,2.3,2,300,2,0,1
"0",1,38,"PaidWork","suburb",4,15,1.4,2,600,1,0,2
"1",0,69,"Retired","village",2,9,1.3,4,0,3,0,4
"0",0,27,"PaidWork","suburb",2,17,1,1,720,2,0,2
"0",0,81,"Retired","bigcity",2,4,1,2,60,2,0,2
"0",0,61,"PaidWork","village",3,9,1,3,15,2,0,2
"0",0,62,"Retired","countryside",2,9,1.1,3,0,3,1,3
"1",0,66,"Retired","town",1,6,1.4,3,0,2,0,3
"0",1,83,"Retired","suburb",2,4,1.3,3,0,3,0,2
"0",1,35,"PaidWork","town",2,18,1.3,2,180,2,0,1
"0",1,39,"PaidWork","town",2,12,2,2,120,2,0,2
"1",0,86,"Retired","village",1,0,1.1,3,0,1,0,2
"0",1,64,"Retired","suburb",2,4,0.7,4,480,3,1,4
"0",1,59,"PaidWork","town",3,12,0.7,1,150,3,0,2
"1",0,49,"PaidWork","suburb",1,12,1.7,3,120,2,1,2
"1",0,47,"Other","bigcity",2,21,0.7,4,240,2,1,4
"1",0,60,"PaidWork","countryside",1,4,0.6,3,0,3,0,2
"0",0,41,"PaidWork","suburb",4,12,1.2,2,300,2,0,2
"0",0,47,"PaidWork","town",2,14,1.6,2,840,1,1,3
"0",0,57,"PaidWork","village",3,6,1,3,0,3,1,2
"0",0,55,"Housework","village",2,8,1.8,2,120,2,0,3
"1",0,76,"Retired","village",2,4,1.1,3,30,2,0,2
"0",1,52,"PaidWork","town",3,12,1.6,1,150,2,0,1
"1",0,63,"Retired","town",1,4,1,3,0,3,0,3
"0",0,67,"PaidWork","suburb",1,4,0.9,3,120,1,0,3
"1",1,63,"PaidWork","village",2,4,2.1,3,0,2,0,3
"1",1,67,"PaidWork","town",3,7,0.6,4,0,2,0,3
"0",0,68,"Retired","bigcity",2,12,1.9,3,180,1,0,2
"1",0,79,"Retired","village",1,3,1.5,4,0,1,1,3
"0",0,44,"PaidWork","bigcity",2,12,1.5,2,0,2,0,2
"0",0,51,"PaidWork","suburb",3,9,1.5,2,60,3,0,2
"1",1,53,"PaidWork","suburb",3,9,0.7,3,80,2,0,3
"0",0,24,"Housework","town",5,8,2.1,1,60,2,0,4
"0",1,73,"Retired","village",3,4,1,4,0,1,1,3
"0",1,23,"Education","bigcity",3,12,2.4,2,180,2,0,2
"0",0,52,"PaidWork","town",2,9,1.4,2,60,2,0,3
"1",0,42,"PaidWork","suburb",1,12,1.1,2,45,2,0,2
"0",1,75,"Retired","bigcity",2,4,2.4,3,0,2,0,2
"0",1,32,"PaidWork","village",3,14,1,3,180,2,0,2
"0",0,28,"PaidWork","town",2,18,1.5,1,120,2,0,2
"1",0,18,"Education","bigcity",5,13,1.5,3,360,2,0,2
"0",1,24,"PaidWork","village",4,6,0.9,2,90,1,0,2
"0",1,44,"PaidWork","suburb",2,19,2.3,1,480,1,0,1
"0",1,38,"PaidWork","town",3,9,1.6,2,0,2,0,2
"1",0,28,"PaidWork","town",4,12,1,2,180,2,0,3
"0",1,32,"PaidWork","town",3,9,0.8,2,30,3,0,4
"1",1,43,"PaidWork","suburb",2,11,2.4,2,60,1,0,3
"0",0,45,"PaidWork","village",4,16,1.7,1,360,1,0,2
"1",1,34,"Unemployed","village",2,12,1.7,3,480,3,0,3
"1",0,76,"Retired","town",1,9,0.6,2,60,3,0,2
"0",0,68,"PaidWork","village",2,4,0.6,3,90,2,1,2
"1",0,80,"Retired","town",2,4,1.3,4,0,4,0,4
"0",1,47,"PaidWork","bigcity",2,18,1.5,2,45,1,1,2
"0",1,33,"PaidWork","town",1,15,1.1,2,420,2,0,2
"0",0,32,"PaidWork","town",2,18,2,1,600,2,0,2
"0",0,47,"PaidWork","town",4,23,1.9,1,720,2,0,1
"0",0,23,"PaidWork","suburb",5,14,1.7,2,20,2,0,2
"0",0,57,"PaidWork","village",2,4,1.3,3,60,2,1,2
"1",1,23,"PaidWork","suburb",5,12,1.6,2,180,2,0,3
"0",0,24,"PaidWork","town",2,12,1.8,2,240,1,0,3
"1",1,57,"PaidWork","town",1,15,2,1,300,3,0,2
"1",0,37,"Housework","village",3,17,1.4,2,240,2,0,2
"1",0,24,"PaidWork","town",4,18,1.3,3,600,3,0,2
"1",0,89,"Retired","village",1,0,1.1,4,0,3,1,4
"0",0,55,"PaidWork","town",4,4,0.4,2,30,3,0,3
"0",1,60,"PaidWork","bigcity",1,6,1.8,3,1080,1,0,2
"1",0,70,"Retired","village",1,4,0.8,4,0,3,0,2
"1",0,47,"PaidWork","bigcity",2,9,0.3,3,120,3,0,4
"1",0,41,"sickDisabled","village",1,10,0.5,5,120,3,1,2
"0",0,86,"Retired","town",2,4,1.5,4,0,2,1,2
"0",1,66,"Retired","town",3,9,0.5,3,30,2,0,2
"0",1,71,"Retired","town",2,15,2,3,240,2,0,2
"0",0,51,"PaidWork","town",2,4,0,3,180,1,0,2
"1",0,28,"Unemployed","town",1,12,0.8,2,420,1,0,2
"0",0,31,"Housework","town",3,12,2.1,2,180,2,0,3
"0",1,65,"Retired","bigcity",2,4,1.4,3,0,3,1,3
"1",0,82,"Housework","town",4,0,2.7,3,0,2,0,1
"0",1,75,"Retired","village",2,4,1.5,3,0,3,0,2
"0",0,63,"Retired","village",4,12,1.5,3,120,2,1,3
"1",0,66,"PaidWork","village",2,4,0.5,2,0,2,0,2
"1",1,27,"sickDisabled","suburb",3,9,1.5,2,150,2,0,3
"0",0,58,"PaidWork","bigcity",3,4,1.8,3,0,2,1,2
"0",1,79,"Retired","suburb",2,4,1.9,3,0,1,0,2
"0",0,47,"PaidWork","town",4,12,0.9,3,240,3,0,2
"0",1,70,"Retired","town",3,9,1.6,3,0,3,0,2
"0",1,40,"PaidWork","bigcity",3,15,1.7,2,720,2,0,1
"0",1,32,"PaidWork","town",3,12,1.7,3,720,1,0,1
"0",1,69,"Retired","town",2,4,1.4,2,120,2,0,2
"0",1,68,"Retired","suburb",2,4,1.3,3,0,2,0,2
"1",0,62,"Unemployed","bigcity",2,6,1,2,0,4,0,4
"0",1,29,"PaidWork","town",4,18,1,2,360,2,0,2
"1",1,42,"PaidWork","suburb",5,11,0.8,1,720,1,0,2
"0",1,46,"PaidWork","suburb",5,17,1.5,2,600,1,0,2
"1",0,43,"Unemployed","suburb",3,12,0,3,20,4,0,4
"0",0,38,"PaidWork","bigcity",1,20,1.2,2,300,2,0,1
"1",0,83,"Retired","countryside",1,4,1.2,3,0,3,1,2
"1",0,46,"PaidWork","suburb",1,12,1.1,2,180,2,0,2
"1",1,90,"Retired","village",1,4,0.7,4,0,2,1,2
"0",1,73,"Retired","countryside",2,4,1.2,3,0,2,0,2
"0",0,78,"Retired","village",2,4,1.4,3,30,3,0,3
"1",1,62,"Retired","bigcity",4,9,2.4,2,180,2,0,1
"0",1,25,"PaidWork","suburb",1,17,1.4,1,240,2,0,2
"0",0,47,"PaidWork","bigcity",4,15,2.1,2,480,2,0,2
"0",1,59,"PaidWork","village",4,12,1.6,2,60,2,0,2
"0",1,55,"PaidWork","bigcity",4,17,1.5,3,1080,2,0,2
"0",1,39,"PaidWork","bigcity",4,12,1.5,3,120,2,0,3
"0",0,65,"Retired","bigcity",1,18,1.3,3,120,2,0,3
"1",1,54,"Other","village",2,6,1.3,3,0,2,0,4
"0",0,54,"PaidWork","town",1,17,1.8,2,300,2,0,2
"1",1,78,"Retired","village",1,4,0.5,4,0,2,1,4
"1",1,25,"PaidWork","town",1,15,1.6,2,180,2,0,2
"0",1,57,"PaidWork","village",3,9,1.1,2,30,1,0,2
"0",1,73,"Retired","bigcity",3,9,1.5,3,120,2,0,2
"1",0,55,"Housework","village",4,9,1.7,4,150,1,0,1
"0",0,39,"PaidWork","town",4,12,0.7,3,0,3,0,3
"0",1,58,"PaidWork","suburb",4,4,0.9,3,20,2,0,2
"1",0,30,"PaidWork","town",2,15,1.6,2,240,2,0,3
"1",0,23,"Education","town",7,15,1.5,2,360,1,0,3
"0",0,76,"Retired","village",1,12,1.6,2,0,2,0,2
"1",0,52,"PaidWork","village",3,19,1.6,2,420,2,0,1
"0",0,61,"Housework","suburb",4,4,2.1,3,0,4,0,2
"1",0,56,"PaidWork","bigcity",1,17,1.6,3,600,1,0,1
"1",0,49,"PaidWork","bigcity",1,18,0.6,2,120,2,0,2
"0",0,36,"PaidWork","town",5,9,1.2,2,60,3,0,4
"1",0,90,"Retired","village",2,2,0.8,4,0,3,1,2
"0",1,69,"Retired","village",1,4,0.8,4,120,2,1,4
"1",0,45,"Other","bigcity",5,5,0.6,4,120,2,0,4
"0",0,63,"Retired","village",3,4,0.7,4,0,2,1,3
"1",1,67,"Retired","town",1,7,1.4,2,60,2,0,3
"1",0,45,"PaidWork","town",5,14,0.4,3,60,1,0,3
"0",0,65,"PaidWork","bigcity",2,16,2.1,2,180,2,1,1
"0",0,63,"Retired","town",1,4,1.2,2,180,3,0,2
"0",0,66,"PaidWork","village",2,6,1.8,3,30,1,0,2
"0",1,47,"PaidWork","bigcity",4,18,1.5,1,480,1,0,1
"1",0,76,"Retired","town",3,0,1.8,4,0,2,1,3
"1",1,34,"Retired","village",1,14,0.9,3,240,1,1,4
"0",1,25,"PaidWork","suburb",3,9,1.5,1,180,2,0,1
"0",0,59,"Retired","village",1,13,0.9,2,480,2,1,4
"0",0,56,"PaidWork","town",4,13,2.1,2,300,2,0,1
"1",0,75,"Retired","countryside",2,0,0.9,4,0,2,0,4
"0",1,46,"PaidWork","suburb",2,9,0.6,2,600,2,0,2
"0",0,19,"PaidWork","village",3,13,0.7,1,240,1,0,4
"0",0,84,"Retired","suburb",1,3,0.9,3,0,3,0,2
"0",0,41,"PaidWork","village",4,12,1.9,3,480,2,0,2
"1",0,90,"Retired","town",1,0,1.8,5,0,4,1,2
"1",0,50,"PaidWork","town",2,9,1.1,3,360,2,1,3
"1",0,49,"PaidWork","town",2,17,1.6,2,600,1,0,3
"1",0,72,"Retired","bigcity",2,4,0.7,3,0,3,1,2
"0",0,67,"Retired","town",1,17,1.6,3,240,2,0,1
"0",0,49,"PaidWork","town",2,12,2,3,480,1,0,3
"0",0,27,"PaidWork","village",4,12,1.2,1,180,1,0,3
"0",0,60,"PaidWork","suburb",3,4,1.5,3,60,1,1,2
"1",0,77,"Retired","town",1,4,1.3,5,0,3,1,4
"0",0,42,"PaidWork","suburb",3,17,1.4,1,270,3,0,2
"0",0,38,"Housework","town",3,12,1.2,2,180,2,0,3
"1",0,64,"Retired","town",1,17,1.6,3,300,3,1,2
"0",0,58,"PaidWork","village",2,4,0.8,4,0,3,1,2
"0",0,70,"Retired","village",3,4,1.4,3,0,2,0,2
"0",1,88,"Retired","town",2,0,1,4,0,3,0,3
"0",1,25,"PaidWork","town",3,13,1.9,1,190,2,0,2
"1",0,51,"PaidWork","town",2,9,0.9,3,60,2,0,2
"1",0,58,"Housework","village",4,9,1.5,3,0,1,0,2
"1",0,41,"PaidWork","town",3,20,1.9,2,420,2,0,2
"0",0,32,"Unemployed","suburb",2,12,1.4,2,600,2,0,3
"0",1,43,"PaidWork","bigcity",3,18,1.8,2,60,2,0,1
"1",0,80,"Retired","suburb",1,6,0.8,3,0,2,0,2
"0",1,50,"PaidWork","town",3,22,1.9,3,90,1,0,2
"0",1,52,"PaidWork","town",1,12,0.4,2,600,2,1,3
"0",0,64,"PaidWork","town",2,15,1.2,2,120,2,0,1
"0",0,51,"PaidWork","town",3,11,1.3,2,300,1,0,2
"0",1,29,"PaidWork","town",3,16,1,2,600,1,0,2
"1",0,79,"Retired","bigcity",1,9,1.2,3,0,2,0,2
"0",0,36,"Other","bigcity",4,12,1.2,2,240,2,0,2
"1",1,57,"PaidWork","village",3,9,1.4,2,60,2,0,2
"0",1,65,"Retired","suburb",2,4,0.8,3,0,2,0,2
"1",1,78,"Retired","bigcity",5,4,1.3,5,0,4,1,4
"1",0,83,"Retired","village",1,4,1.1,3,0,2,1,3
"0",0,67,"Retired","bigcity",2,4,1.9,3,0,2,0,2
"1",1,62,"Retired","village",3,4,0.7,3,0,3,1,2
"0",0,51,"PaidWork","suburb",3,12,1.3,3,180,2,0,2
"0",0,46,"PaidWork","town",2,19,2.1,2,120,1,0,1
"0",0,25,"Education","village",3,19,1.5,1,480,1,0,2
"1",1,65,"Other","village",1,6,0.8,3,0,3,0,3
"1",1,23,"PaidWork","suburb",2,17,1.9,2,600,2,0,2
"1",1,62,"PaidWork","village",2,12,0.8,2,180,2,1,3
"1",0,52,"PaidWork","village",3,6,0.8,3,120,3,1,3
"0",1,39,"PaidWork","suburb",5,16,1,3,180,1,0,1
"0",1,52,"Retired","bigcity",2,10,1.2,2,240,1,0,3
"1",0,63,"Retired","town",2,9,1.9,2,0,2,1,2
"1",0,56,"PaidWork","town",1,4,1.3,1,60,1,0,4
"1",0,65,"Retired","village",1,12,1.4,2,60,1,0,4
"0",1,18,"Education","village",4,11,1,2,570,1,0,2
"1",0,40,"PaidWork","town",3,12,1.2,2,720,2,0,2
"0",0,51,"PaidWork","village",3,12,0.8,2,30,2,0,3
"1",1,59,"PaidWork","village",2,12,0.9,2,120,3,0,2
"1",0,33,"PaidWork","town",3,12,0.8,2,180,2,0,2
"0",1,30,"PaidWork","bigcity",2,12,1.5,2,300,2,0,3
"1",0,38,"Unemployed","bigcity",4,4,1,2,10,2,0,4
"0",1,53,"PaidWork","village",2,12,1.5,3,300,4,0,3
"0",1,55,"Unemployed","town",3,13,2.3,2,330,2,1,2
"1",0,56,"PaidWork","town",2,12,1.5,2,60,2,0,2
"1",0,42,"PaidWork","town",1,21,1.3,1,480,3,0,1
"0",0,54,"PaidWork","village",2,12,2.2,3,300,2,0,2
"0",1,26,"PaidWork","suburb",3,11,1.7,2,210,2,0,2
"1",0,71,"Retired","bigcity",1,4,1.2,4,0,2,1,3
"0",1,50,"PaidWork","village",3,13,0.9,3,30,2,0,2
"1",1,24,"PaidWork","suburb",1,17,1.5,2,720,2,0,3
"1",1,61,"Retired","bigcity",1,9,0.8,3,0,2,0,2
"0",1,57,"PaidWork","town",3,12,2,3,360,2,0,2
"0",0,64,"Retired","bigcity",1,11,1.5,2,120,2,0,1
"0",1,62,"PaidWork","town",3,12,1.1,2,240,2,0,2
"0",0,45,"PaidWork","town",4,18,1.3,2,60,2,0,3
"0",1,45,"PaidWork","suburb",3,9,1.9,1,120,2,0,2
"1",0,25,"PaidWork","town",2,13,0.9,3,390,3,0,3
"1",0,49,"PaidWork","town",2,18,0.4,3,420,2,1,3
"1",0,76,"Retired","town",2,4,1.2,2,0,2,0,2
"1",0,46,"PaidWork","bigcity",4,16,1.3,2,120,2,0,2
"0",0,63,"Unemployed","town",2,9,1.2,4,0,2,0,4
"0",0,40,"PaidWork","town",3,17,2.2,2,240,2,0,2
"1",0,79,"Retired","village",2,4,1.5,4,0,1,1,2
"1",0,32,"PaidWork","suburb",3,18,1.2,2,300,2,0,2
"0",1,53,"PaidWork","suburb",2,4,2.2,2,180,2,0,2
"0",1,37,"PaidWork","town",2,12,1.7,2,120,2,0,2
"0",1,21,"PaidWork","village",1,12,0.9,1,120,2,0,2
"1",1,68,"Housework","village",2,4,1.7,3,0,2,0,3
"1",1,25,"Education","town",2,9,1.3,4,960,2,0,3
"1",1,60,"PaidWork","town",1,13,1.6,2,120,1,0,2
"0",0,22,"PaidWork","village",3,12,1.5,2,180,2,0,3
"0",1,62,"PaidWork","town",2,8,1.5,1,0,2,0,3
"1",1,60,"Unemployed","village",2,6,1,3,80,2,1,3
"1",1,20,"Education","suburb",4,12,1.5,1,420,2,0,1
"0",1,26,"Education","town",2,14,1,2,600,1,0,2
"0",0,63,"Retired","bigcity",3,10,1.2,3,120,3,1,3
"0",1,64,"Retired","bigcity",2,9,1.6,3,60,2,0,2
"1",0,87,"Retired","village",1,4,1.4,4,0,1,1,3
"0",0,39,"PaidWork","village",6,12,1.4,2,180,2,0,2
"1",0,39,"PaidWork","bigcity",5,12,2.1,2,0,2,1,2
"1",0,63,"Unemployed","suburb",1,6,0.8,3,0,2,0,4
"0",1,68,"Retired","town",2,12,1.1,3,60,3,0,2
"0",1,80,"Retired","village",2,17,1.6,3,120,2,0,2
"1",1,68,"Retired","town",1,17,1.1,3,300,2,0,3
"1",0,66,"Retired","town",2,4,0.3,4,0,2,0,2
"1",0,85,"Retired","bigcity",1,1,0.6,5,0,3,1,4
"1",0,87,"Retired","bigcity",2,20,1.7,4,0,2,1,1
"0",0,68,"Retired","village",2,4,2.6,3,0,1,0,1
"1",1,21,"Unemployed","town",4,12,1.5,1,600,2,0,3
"1",0,64,"Unemployed","town",1,4,1.3,3,0,2,0,2
"0",0,27,"PaidWork","bigcity",1,18,1.5,1,570,3,0,2
"0",1,37,"PaidWork","bigcity",3,17,2.1,2,120,1,0,1
"0",0,45,"PaidWork","village",3,15,2.1,1,60,1,0,2
"0",1,39,"PaidWork","village",2,12,0.9,2,480,1,0,1
"1",0,51,"PaidWork","bigcity",3,16,0.5,3,120,2,0,2
"0",1,66,"Retired","village",3,4,1.1,3,0,2,1,2
"0",1,57,"PaidWork","bigcity",4,18,0.5,2,30,2,0,2
"0",0,61,"Retired","town",3,0,0.7,2,180,2,0,3
"0",1,62,"Retired","suburb",3,7,1.1,2,0,2,0,2
"1",0,68,"Retired","suburb",1,9,0.4,3,0,3,0,2
"0",0,48,"Unemployed","suburb",4,12,2.1,2,30,2,0,2
"1",0,64,"PaidWork","town",3,4,2,5,0,2,1,3
"1",0,63,"Retired","town",2,4,0.7,2,0,1,0,2
"1",0,59,"PaidWork","bigcity",1,4,0.9,3,60,2,0,2
"0",0,55,"PaidWork","bigcity",2,9,0.6,2,150,3,0,3
"1",1,75,"Retired","town",1,4,2.1,4,0,2,0,3
"0",1,43,"PaidWork","village",2,12,1.2,3,60,2,0,2
"0",1,78,"Retired","town",2,4,0.8,4,0,2,1,2
"0",1,75,"Retired","suburb",1,16,2.1,3,330,2,0,2
"1",1,30,"Unemployed","town",4,6,1.3,3,0,2,0,3
"1",0,46,"PaidWork","village",4,12,0.6,2,0,1,0,3
"0",1,46,"PaidWork","town",3,12,0.5,2,180,1,0,2
"0",0,53,"PaidWork","bigcity",2,5,1.5,2,240,4,1,1
"1",0,31,"PaidWork","town",5,17,1.7,3,240,3,1,3
"0",0,41,"PaidWork","village",1,21,1.5,2,240,2,0,2
"1",0,82,"Retired","village",1,0,0.9,3,0,2,0,3
"0",1,68,"PaidWork","bigcity",2,12,1.2,2,720,1,0,2
"1",0,51,"PaidWork","bigcity",2,8,0.6,1,90,2,0,2
"1",0,31,"PaidWork","town",3,12,1.2,2,120,2,0,3
"0",1,34,"PaidWork","suburb",2,12,1,1,300,1,0,2
"1",1,25,"PaidWork","town",3,15,0.2,3,360,2,0,4
"1",0,51,"PaidWork","village",3,10,1.7,2,60,1,0,2
"0",1,71,"Retired","town",2,4,1.2,3,0,1,0,2
"0",1,26,"Education","bigcity",1,12,1.1,2,240,1,0,2
"0",0,78,"Retired","town",1,14,1.2,5,0,2,1,2
"0",0,46,"Unemployed","bigcity",3,12,0.3,4,360,3,0,3
"1",0,58,"PaidWork","village",3,8,1.6,3,0,2,0,3
"0",1,67,"Retired","village",2,4,0.5,3,0,1,0,2
"1",0,49,"PaidWork","bigcity",3,16,1.3,3,480,1,0,3
"0",1,72,"Retired","bigcity",2,9,0.9,2,120,2,0,1
"0",1,51,"PaidWork","suburb",1,6,1.9,1,120,1,1,4
"0",0,39,"PaidWork","village",4,12,0.8,1,360,3,0,2
"0",1,46,"PaidWork","bigcity",2,17,1.8,2,180,2,0,2
"0",0,31,"Unemployed","town",7,6,0.8,2,240,3,0,2
"1",1,24,"Education","bigcity",2,12,0.9,1,300,1,0,2
"1",1,33,"PaidWork","town",2,9,1.2,3,60,2,0,3
"1",0,63,"PaidWork","village",1,1,0.6,2,0,1,1,2
"1",0,86,"Retired","town",2,4,0.6,4,0,2,0,4
"0",0,79,"Retired","suburb",3,21,1.9,2,30,3,0,1
"0",0,74,"Retired","village",1,4,2,3,60,1,0,3
"1",0,83,"Retired","village",1,0,1.1,4,0,3,0,4
"1",0,64,"Unemployed","town",2,10,1.1,3,120,2,0,2
"0",0,44,"PaidWork","town",2,12,1.4,1,240,1,0,2
"1",0,22,"Education","village",3,15,1.6,1,600,2,0,3
"0",0,33,"PaidWork","village",3,12,1.5,3,120,2,0,3
"1",0,53,"PaidWork","bigcity",1,16,0.8,3,200,2,0,2
"0",0,62,"PaidWork","suburb",2,12,1.4,2,180,3,0,3
"0",0,42,"PaidWork","bigcity",4,17,1.5,2,80,2,0,2
"0",0,21,"Unemployed","town",3,12,0.8,2,120,2,0,3
"0",1,78,"Retired","suburb",2,17,1.6,1,0,2,0,2
"0",1,59,"PaidWork","town",3,6,1.2,2,120,3,0,3
"0",0,34,"PaidWork","bigcity",3,18,1.7,2,90,1,1,2
"0",1,31,"PaidWork","suburb",1,12,1.4,2,240,2,0,3
"1",0,85,"Retired","bigcity",3,4,2.3,3,0,2,0,3
"0",0,27,"PaidWork","bigcity",1,18,1.8,2,180,1,0,2
"0",0,59,"PaidWork","bigcity",2,12,1.4,2,120,2,0,2
"0",1,73,"Retired","town",2,4,0.7,3,0,1,0,2
"1",0,61,"PaidWork","town",1,9,1.4,2,60,2,0,2
"0",1,63,"Unemployed","suburb",2,4,1.6,3,0,3,0,4
"1",0,79,"Retired","village",2,5,0.7,3,600,3,0,2
"0",1,75,"Retired","suburb",2,15,1.6,3,120,2,1,2
"1",0,72,"Retired","town",1,12,1.4,3,0,3,1,3
"0",0,16,"Education","village",4,10,1.9,1,360,2,0,2
"1",1,44,"PaidWork","village",2,9,1.2,2,180,2,0,3
"0",0,49,"PaidWork","suburb",2,12,0.5,2,300,2,1,2
"1",0,70,"Retired","town",1,4,0.5,3,0,3,0,4
"1",0,38,"PaidWork","town",5,16,1.5,1,600,2,0,2
"1",0,55,"Retired","bigcity",3,17,1.8,2,600,2,0,2
"1",1,86,"Retired","town",2,18,1.4,2,0,2,0,2
"0",1,45,"PaidWork","town",2,12,1.4,1,120,3,0,2
"0",1,47,"PaidWork","bigcity",3,11,0.8,3,120,2,0,1
"0",1,62,"PaidWork","town",2,11,0.9,2,0,2,1,2
"0",0,46,"PaidWork","bigcity",1,15,1.1,1,180,1,0,2
"0",1,21,"Education","bigcity",4,15,1.5,1,300,1,0,1
"0",0,60,"Retired","town",3,11,2.1,3,30,2,0,2
"0",0,50,"PaidWork","bigcity",2,11,1.8,2,60,2,0,2
"1",1,53,"PaidWork","bigcity",1,17,2.1,1,240,1,0,1
"1",0,19,"Unemployed","village",5,11,2.1,1,0,1,0,2
"0",0,35,"Unemployed","village",4,4,0.9,2,120,2,0,2
"1",1,64,"Unemployed","town",3,17,1.8,3,120,2,0,2
"1",1,40,"PaidWork","bigcity",3,12,0,1,720,2,0,2
"0",1,61,"Unemployed","village",4,8,0.5,2,120,1,0,3
"0",1,34,"PaidWork","bigcity",4,15,1.4,1,90,1,0,2
