"lonely_obs","male","agea","mnactic","domicil","hhmmb","eduyrs","trust_other","health","netustm","aesfdrk","hlthhmp","hincfel"
"1",0,66,"Retired","bigcity",3,4,0.6,2,0,3,0,4
"0",0,50,"PaidWork","village",5,6,1,2,30,2,0,3
"0",0,33,"PaidWork","town",1,20,1.2,1,300,1,0,1
"1",0,60,"PaidWork","town",2,12,1.8,3,540,3,0,1
"0",0,38,"PaidWork","bigcity",4,15,1.8,2,30,2,0,2
"0",0,65,"Retired","bigcity",3,6,2,2,240,2,0,2
"1",0,54,"Housework","village",1,6,0.4,3,60,2,1,2
"1",0,64,"PaidWork","town",2,19,0.8,2,180,3,0,2
"1",0,33,"PaidWork","bigcity",2,18,1.2,2,420,2,0,2
"0",0,45,"PaidWork","bigcity",4,9,0.9,2,30,2,0,2
"0",0,34,"Other","village",3,12,1.7,2,120,1,0,1
"0",1,77,"Retired","village",2,4,1.9,3,0,2,1,3
"0",1,66,"Retired","town",2,15,0.6,2,30,1,0,2
"0",1,75,"PaidWork","bigcity",2,4,1.8,2,0,2,0,2
"0",0,61,"PaidWork","town",1,12,1.3,1,300,2,0,2
"0",1,57,"PaidWork","town",4,12,1.8,3,0,2,0,2
"1",0,25,"PaidWork","town",1,17,2,2,600,2,0,2
"0",0,64,"Retired","town",1,4,1.5,2,0,3,0,2
"0",1,49,"PaidWork","village",4,9,1.7,1,135,1,0,2
"0",0,42,"PaidWork","bigcity",1,15,0.2,2,480,2,0,2
"0",0,69,"Housework","town",2,6,1.2,2,0,1,0,3
"0",0,26,"Education","town",3,14,1.2,1,480,1,0,3
"1",0,70,"Retired","bigcity",1,4,1.1,2,120,3,0,2
"1",1,67,"PaidWork","town",4,4,1.2,3,0,2,0,3
"0",0,25,"PaidWork","village",5,15,1.4,3,720,3,0,2
"0",1,23,"Education","bigcity",3,16,1.9,2,300,2,0,3
"0",0,22,"Education","town",3,15,1.2,1,420,2,0,1
"0",0,22,"Education","town",3,15,1.9,2,420,2,0,1
"1",1,79,"Retired","village",2,4,0.8,3,0,2,0,2
"0",0,37,"PaidWork","village",6,12,1.3,2,60,1,0,2
"0",0,78,"Retired","village",3,4,1.6,3,0,2,0,3
"0",0,27,"PaidWork","town",2,19,1.9,1,90,2,0,2
"0",0,71,"Retired","town",3,4,1.3,3,0,2,0,2
"0",1,58,"PaidWork","town",4,28,1.7,2,360,1,0,2
"0",0,37,"PaidWork","town",4,12,1.9,1,120,2,0,2
"1",0,52,"PaidWork","town",3,12,1.7,3,180,3,0,3
"1",0,58,"PaidWork","bigcity",2,17,1.4,2,540,3,0,1
"0",0,52,"PaidWork","suburb",2,12,0.7,2,60,2,0,2
"1",1,36,"PaidWork","bigcity",1,18,1.5,1,600,1,0,1
"0",1,43,"PaidWork","town",2,9,2.1,2,120,2,0,2
"1",0,37,"Unemployed","suburb",6,12,1,3,300,1,0,3
"1",0,45,"PaidWork","bigcity",3,17,2,3,360,2,1,2
"0",1,47,"PaidWork","suburb",6,18,1.7,2,180,2,0,2
"0",0,76,"Retired","suburb",2,12,1.3,2,60,2,0,2
"1",1,61,"PaidWork","bigcity",1,12,2.3,3,540,2,0,2
"1",0,64,"Housework","suburb",2,4,1.2,3,0,2,0,4
"1",0,55,"PaidWork","town",3,6,0.9,3,0,2,1,3
"1",1,61,"Retired","village",1,9,1.7,3,0,1,1,3
"1",0,46,"PaidWork","town",2,7,1.1,3,180,3,1,3
"1",1,36,"PaidWork","suburb",1,15,1.9,2,90,2,0,3
"0",1,71,"Retired","suburb",2,12,1.9,2,0,2,0,2
"1",1,78,"Retired","village",1,4,1.5,3,0,1,0,4
"0",0,46,"PaidWork","village",5,18,1.4,2,150,2,0,2
"1",1,76,"Retired","village",2,4,1,3,0,2,0,3
"0",0,25,"PaidWork","town",2,9,1.5,1,180,2,0,2
"1",1,63,"PaidWork","town",2,6,1.7,4,0,2,0,2
"1",1,66,"Retired","village",1,9,1.2,2,0,2,0,3
"1",1,81,"Retired","bigcity",1,4,1.2,3,0,2,1,3
"0",1,58,"PaidWork","village",1,4,2.5,2,60,1,0,2
"1",0,77,"Retired","village",1,0,0.8,4,0,2,0,4
"0",1,81,"Retired","town",2,19,1.6,3,180,2,0,1
"0",1,60,"PaidWork","village",4,4,0.8,1,0,2,0,2
"1",0,44,"PaidWork","bigcity",3,12,1.7,2,480,2,0,2
"1",0,24,"PaidWork","suburb",3,12,0.4,1,600,2,0,4
"0",1,64,"Unemployed","village",2,9,2.1,4,0,2,1,3
"0",0,40,"PaidWork","village",3,16,1.5,3,600,1,0,2
"1",1,40,"PaidWork","town",1,12,1.4,2,60,2,0,2
"0",0,59,"Housework","town",2,4,1.7,3,20,2,0,3
"0",0,53,"PaidWork","bigcity",2,19,1.2,2,480,2,0,2
"1",0,55,"Other","village",3,3,1.1,3,0,3,0,3
"0",1,72,"Retired","suburb",2,12,1.3,2,0,2,0,1
"0",1,90,"Retired","village",2,3,2.1,5,0,4,1,2
"0",1,29,"PaidWork","town",3,12,1.9,2,180,1,0,2
"0",0,22,"PaidWork","village",4,12,1.8,1,360,2,0,1
"1",1,55,"PaidWork","bigcity",2,4,0.8,4,60,3,0,1
"1",1,59,"sickDisabled","village",1,6,1,4,240,4,1,4
"0",0,40,"PaidWork","town",3,9,0.7,2,150,2,0,2
"1",1,30,"PaidWork","town",1,9,0.9,1,120,2,0,2
"0",0,27,"Unemployed","bigcity",4,12,0.7,3,240,3,0,2
"1",0,46,"PaidWork","village",4,15,1.8,3,60,2,0,3
"0",1,81,"Retired","town",2,4,1,4,0,2,0,2
"0",0,74,"Retired","bigcity",2,18,0.9,2,30,3,0,1
"0",0,58,"Retired","suburb",4,4,0.9,3,90,3,0,4
"0",1,50,"PaidWork","village",2,17,1.9,3,60,2,0,2
"1",1,48,"Unemployed","bigcity",4,12,2.1,2,60,1,1,3
"0",1,33,"PaidWork","suburb",4,12,0.7,2,660,1,0,2
"0",0,23,"PaidWork","village",4,19,1.1,1,240,1,0,2
"0",1,76,"Retired","village",2,12,0.9,2,240,3,0,1
"0",0,73,"Retired","village",2,4,2.5,5,0,2,1,3
"1",0,87,"Retired","town",1,4,2.1,4,0,2,0,3
"0",1,45,"PaidWork","town",3,12,1.6,1,120,2,0,3
"0",1,78,"Retired","bigcity",2,17,1.8,2,90,1,0,1
"1",0,75,"Retired","suburb",2,9,0.7,3,0,2,0,3
"0",1,76,"Retired","village",3,4,2.1,3,60,2,0,3
"0",0,67,"Retired","suburb",1,14,1.9,2,300,2,0,1
"1",1,67,"Retired","village",2,4,1.7,3,0,2,0,2
"0",0,35,"PaidWork","town",5,17,1.8,1,480,1,0,2
"0",1,79,"Retired","town",2,10,2.4,5,0,2,1,2
"0",0,19,"PaidWork","village",3,12,1.1,1,120,3,0,2
"1",0,79,"Retired","bigcity",1,9,1.3,3,0,3,0,2
"0",1,67,"Retired","bigcity",2,9,1.5,3,30,2,0,2
"1",0,87,"Retired","town",1,4,1.2,3,0,2,0,3
"0",1,83,"Retired","town",2,4,0.7,3,60,2,0,1
"0",0,37,"PaidWork","bigcity",3,18,1.1,2,1080,2,0,2
"0",0,32,"PaidWork","town",3,12,2.1,1,180,2,0,1
"0",0,44,"PaidWork","town",4,17,1.2,1,300,1,0,2
"0",0,48,"PaidWork","bigcity",3,5,0.7,2,60,2,0,3
"1",0,33,"PaidWork","bigcity",3,17,1.9,2,180,2,0,1
"1",0,76,"Retired","town",1,3,0.5,5,0,3,1,3
"0",1,49,"PaidWork","bigcity",4,14,1.3,2,0,2,0,1
"0",0,80,"Retired","bigcity",1,3,1.4,2,0,2,0,2
"0",0,28,"Education","bigcity",2,16,0.5,2,600,2,0,2
"0",0,33,"Education","bigcity",2,18,1.5,2,240,2,0,1
"0",0,50,"Unemployed","bigcity",5,17,1.2,1,60,2,0,2
"1",0,70,"Retired","village",2,4,1.1,3,10,3,0,3
"0",0,20,"Education","suburb",2,12,1.5,1,240,2,0,3
"0",0,37,"PaidWork","village",3,12,1,2,120,2,0,2
"1",1,24,"PaidWork","town",1,9,1.7,2,60,2,0,2
"0",0,43,"PaidWork","town",2,9,0,2,60,2,0,2
"0",1,47,"PaidWork","town",4,18,1.6,1,360,2,0,1
"0",1,49,"PaidWork","suburb",4,12,1.5,2,60,2,0,3
"1",0,66,"PaidWork","suburb",2,12,1,3,240,2,0,3
"1",0,67,"Retired","town",2,9,0.3,3,180,2,0,2
"1",0,64,"PaidWork","town",2,17,0.9,1,240,2,0,1
"1",1,54,"PaidWork","village",3,6,1.5,2,0,2,0,3
"0",0,79,"Retired","town",2,4,1.5,3,0,3,1,2
"0",1,30,"PaidWork","suburb",2,15,1.2,1,300,2,0,3
"0",0,61,"PaidWork","town",3,18,1.5,2,370,2,0,2
"0",0,71,"Retired","bigcity",2,4,1.2,4,180,2,1,2
"1",0,64,"Unemployed","village",2,12,0.2,3,0,1,0,4
"0",0,55,"PaidWork","suburb",2,16,2.2,2,420,2,0,1
"0",1,34,"PaidWork","bigcity",4,21,2.3,2,480,2,0,1
"1",1,45,"PaidWork","suburb",3,9,1.1,3,60,1,0,2
"0",0,20,"Education","bigcity",3,15,1.2,2,300,2,0,2
"1",1,56,"PaidWork","village",2,4,1.2,3,45,2,0,3
"0",0,53,"PaidWork","village",3,9,0.7,3,90,1,0,2
"0",1,18,"Education","village",4,12,2.1,1,240,1,0,1
"1",0,53,"PaidWork","town",2,4,1.4,3,120,2,1,3
"1",1,76,"Retired","village",1,4,1.3,3,0,2,0,3
"0",0,64,"Housework","suburb",2,4,1.4,3,0,3,0,2
"1",0,31,"PaidWork","village",3,16,1.7,2,180,2,0,1
"1",1,75,"Retired","village",1,5,0.5,3,180,2,0,3
"0",1,42,"PaidWork","village",2,4,2.6,3,0,2,0,4
"1",1,60,"PaidWork","suburb",2,9,1.7,3,300,2,1,2
"0",1,80,"Retired","bigcity",2,20,1,2,0,2,0,2
"0",0,29,"PaidWork","town",3,11,0.9,3,90,3,0,4
"0",0,46,"PaidWork","suburb",2,17,1.3,2,240,2,0,3
"0",1,27,"PaidWork","bigcity",2,12,1.4,2,600,2,0,2
"1",0,71,"Retired","suburb",2,17,1,3,60,2,0,1
"0",1,72,"Retired","village",6,12,1.5,2,0,2,0,2
"0",1,41,"PaidWork","village",5,17,1.3,2,840,1,0,2
"1",0,69,"Retired","town",1,9,1,3,0,1,0,3
"1",1,63,"PaidWork","village",1,4,1.8,3,0,2,0,2
"1",1,21,"PaidWork","village",3,15,0.9,3,300,1,0,3
"0",1,39,"PaidWork","town",4,12,1.1,1,120,2,0,1
"0",1,64,"Retired","suburb",2,23,2.1,1,180,2,0,1
"0",0,51,"PaidWork","bigcity",4,17,1.2,2,480,2,0,1
"0",1,69,"Retired","town",2,4,0.9,2,0,2,0,2
"1",0,73,"Retired","town",1,3,1.5,4,0,2,1,3
"0",1,41,"PaidWork","bigcity",3,9,2.4,1,330,2,0,3
"0",1,48,"PaidWork","town",4,16,1.9,2,480,2,0,2
"1",0,76,"Retired","bigcity",1,17,1.7,2,120,2,1,2
"1",0,57,"PaidWork","village",2,12,0.6,4,240,3,0,1
"0",0,54,"PaidWork","village",3,12,2,2,30,1,0,2
"1",1,55,"PaidWork","village",3,9,1.5,3,0,2,1,3
"1",1,25,"PaidWork","town",1,12,1.9,2,120,2,0,2
"0",0,76,"Retired","village",2,4,1.5,4,60,2,1,1
"1",0,56,"Housework","bigcity",2,4,0.9,3,180,3,1,3
"1",0,23,"Other","village",3,12,1.2,2,540,2,0,2
"0",0,42,"Unemployed","village",5,12,0.2,5,150,2,1,4
"1",1,79,"Retired","town",2,4,1.1,4,0,2,1,3
"1",1,61,"PaidWork","bigcity",1,12,1.1,3,480,2,1,3
"0",1,73,"Retired","village",2,4,1.6,3,0,3,0,2
"0",0,68,"Retired","suburb",2,4,0.8,3,0,2,0,2
"0",0,53,"Housework","town",2,9,0.9,2,15,2,0,3
"1",1,64,"sickDisabled","village",1,4,2.1,3,0,3,1,4
"0",1,41,"PaidWork","suburb",3,12,1.9,2,720,2,0,1
"1",0,66,"PaidWork","suburb",2,6,0.7,3,0,2,1,4
"1",1,58,"PaidWork","bigcity",3,8,1.9,3,0,2,1,2
"0",1,20,"Education","town",3,14,2.2,2,180,2,0,2
"0",0,35,"PaidWork","bigcity",3,21,1.6,2,600,2,0,2
"0",0,49,"PaidWork","town",2,9,1.1,2,0,2,0,2
"0",0,32,"PaidWork","village",2,15,2.1,2,660,2,0,1
"0",0,33,"Housework","bigcity",3,16,0.9,1,0,1,0,2
"1",0,58,"PaidWork","bigcity",1,4,1.9,4,0,2,1,3
"0",1,36,"PaidWork","town",1,9,1.1,1,480,2,0,2
"1",1,40,"PaidWork","town",4,20,1.9,3,300,1,1,2
"0",1,46,"PaidWork","countryside",2,17,1.1,2,120,2,0,2
"0",0,49,"Unemployed","suburb",3,9,1.7,3,90,2,0,3
"0",0,41,"PaidWork","town",4,16,1.3,3,720,2,0,3
"0",1,90,"Retired","village",1,0,1.3,3,0,2,0,2
"0",0,31,"PaidWork","bigcity",3,14,1.4,2,480,2,0,2
"0",0,68,"Retired","town",2,12,1,2,60,2,0,1
"0",0,74,"Retired","town",2,6,1.2,2,0,3,0,2
"1",0,32,"PaidWork","town",2,15,0.7,2,480,2,0,1
"0",0,41,"PaidWork","village",3,9,1.5,1,240,4,0,3
"0",1,33,"PaidWork","suburb",2,18,1.5,1,300,1,0,1
"1",1,57,"Unemployed","village",1,6,1.5,2,0,1,0,2
"1",0,80,"Retired","town",1,4,0.9,4,0,3,0,2
"0",0,24,"PaidWork","suburb",2,12,1.8,4,300,2,1,2
"0",1,26,"PaidWork","village",2,18,1,1,480,2,0,2
"0",1,79,"Retired","village",2,4,1.2,3,0,3,0,2
"0",0,62,"PaidWork","town",2,9,0.2,2,480,2,0,3
"0",0,79,"Housework","bigcity",1,14,1.7,3,0,2,0,1
"1",0,72,"Retired","town",3,4,0.4,2,0,2,0,3
"0",0,43,"PaidWork","town",2,9,1.2,2,120,2,0,4
"1",0,73,"Retired","village",1,4,1,2,0,2,0,3
"0",1,78,"Retired","bigcity",2,4,1.3,3,0,1,0,2
"0",1,71,"Retired","town",2,21,1.8,1,120,2,0,1
"1",0,55,"PaidWork","village",1,17,1.3,2,300,2,0,2
"0",1,25,"PaidWork","suburb",3,12,1.3,2,180,2,0,3
"1",0,85,"Retired","town",1,2,1.5,3,0,3,1,3
"0",0,50,"PaidWork","bigcity",2,12,1.2,3,30,4,0,2
"0",1,53,"PaidWork","town",2,6,0.2,1,60,2,0,1
"0",1,85,"Retired","town",3,4,2.1,3,0,2,0,2
"0",1,55,"Retired","suburb",3,12,2.1,2,600,2,0,3
"1",1,54,"PaidWork","town",1,15,2.1,1,540,1,0,3
"1",0,37,"PaidWork","bigcity",1,18,0.2,3,240,2,1,4
"1",0,68,"Retired","suburb",2,4,0.8,3,0,3,0,3
"0",1,54,"PaidWork","town",2,9,1.1,1,120,3,0,2
"1",0,57,"PaidWork","suburb",3,4,0.7,3,120,3,0,2
"0",0,48,"PaidWork","town",2,12,0.8,1,120,1,0,3
"0",0,67,"PaidWork","suburb",3,4,1.5,2,0,2,0,2
"1",0,61,"PaidWork","village",1,9,1,1,60,2,0,2
"1",0,77,"Retired","village",1,4,0.6,3,0,2,0,3
"0",1,63,"PaidWork","village",2,6,1.3,1,60,4,0,2
"0",0,48,"PaidWork","village",5,9,2.1,3,480,2,1,2
"0",0,50,"PaidWork","town",2,4,1,3,60,4,0,1
"0",1,54,"PaidWork","bigcity",3,9,1.5,2,60,2,0,2
"1",0,35,"PaidWork","suburb",4,20,1.2,2,480,2,0,2
"1",0,26,"PaidWork","town",4,16,1.5,2,240,1,1,2
"0",1,67,"PaidWork","bigcity",2,20,1.5,2,120,2,0,1
"0",1,25,"PaidWork","town",1,9,0.6,1,120,1,0,2
"0",0,50,"PaidWork","village",3,6,0.7,3,0,2,1,1
"0",0,62,"PaidWork","bigcity",2,24,0.8,3,600,1,1,1
"1",0,48,"Unemployed","village",4,17,0.9,4,120,2,1,2
"0",0,69,"Retired","town",1,12,1.5,2,180,2,0,2
"1",1,73,"Retired","suburb",2,9,1.5,3,360,2,0,3
"0",1,38,"PaidWork","bigcity",1,7,2.5,2,60,1,0,3
"0",0,67,"Retired","bigcity",3,9,1.5,3,0,2,0,3
"1",0,65,"Retired","bigcity",1,4,0.7,2,0,2,0,2
"1",1,90,"Retired","village",1,4,1.8,2,0,2,0,1
"1",0,51,"PaidWork","town",1,12,2,3,120,1,0,2
"1",0,48,"PaidWork","suburb",1,18,1.8,4,540,2,0,1
"1",0,25,"PaidWork","town",4,18,2.1,2,120,3,0,2
"0",1,24,"PaidWork","suburb",2,12,2.1,1,480,1,0,2
"0",1,52,"PaidWork","suburb",3,18,1.5,3,120,1,0,1
"0",0,48,"PaidWork","bigcity",7,12,1.6,2,360,1,0,3
"1",0,43,"PaidWork","village",1,16,1.3,2,300,2,0,3
"0",1,39,"PaidWork","village",4,12,1.5,1,480,1,0,2
"0",1,49,"PaidWork","bigcity",3,18,0.2,3,300,2,0,4
"1",1,59,"PaidWork","town",3,17,1.7,3,480,2,0,1
"1",1,29,"PaidWork","countryside",1,9,0.8,2,120,2,0,3
"1",0,20,"Unemployed","suburb",4,12,3,3,180,2,0,4
"1",0,53,"Unemployed","suburb",1,15,0.7,4,60,2,1,4
"0",1,86,"Retired","suburb",4,12,2,4,0,1,1,1
"0",1,49,"PaidWork","bigcity",4,17,1.9,2,120,2,0,2
"0",0,56,"Housework","village",2,9,1.8,2,0,2,0,1
"0",1,66,"Retired","village",2,12,1.1,2,60,2,0,2
"1",1,39,"PaidWork","town",2,12,2,3,60,2,0,4
"0",1,64,"PaidWork","town",3,16,1.5,2,60,2,0,2
"1",1,60,"PaidWork","town",1,9,1.6,2,0,2,0,2
"0",1,59,"PaidWork","town",4,21,1.8,2,480,1,0,1
"0",0,22,"Education","suburb",4,12,1.6,2,360,3,0,1
"0",0,32,"PaidWork","suburb",3,12,1.6,2,540,2,0,4
"1",0,56,"PaidWork","bigcity",3,12,1.6,3,120,2,0,3
"0",1,30,"PaidWork","suburb",1,16,1.2,2,720,1,0,2
"1",1,40,"PaidWork","village",3,18,1.7,2,600,2,0,1
"0",0,76,"Retired","countryside",2,12,1.6,3,60,3,0,1
"1",1,66,"Retired","suburb",2,4,1.2,3,0,2,0,2
"1",1,23,"PaidWork","village",5,13,1,1,180,1,0,2
"1",0,48,"PaidWork","village",2,6,0.5,3,120,1,0,3
"0",0,69,"Retired","village",2,10,1.2,3,60,2,1,2
"1",1,20,"Education","village",3,12,1.8,2,720,2,0,2
"0",1,25,"PaidWork","village",3,9,1.4,2,60,2,0,2
"0",0,75,"Retired","town",1,15,1,2,90,2,0,1
"0",1,35,"PaidWork","bigcity",4,12,1.6,1,90,2,0,2
"0",0,29,"PaidWork","suburb",2,12,0.9,2,180,2,0,2
"0",0,87,"Retired","bigcity",1,4,1,3,0,3,0,2
"1",1,66,"Retired","suburb",6,8,1.8,4,0,3,0,2
"1",0,75,"Retired","suburb",1,9,1.1,3,60,2,0,3
"0",0,67,"Retired","village",2,4,0.8,3,60,3,0,2
"0",1,31,"PaidWork","suburb",1,16,1.8,2,720,2,0,1
"0",0,26,"PaidWork","town",3,13,0.1,2,720,2,0,2
"0",1,42,"PaidWork","town",3,17,2.1,2,600,1,1,2
"1",1,42,"PaidWork","town",1,15,1.3,3,370,2,0,3
"1",0,84,"Retired","bigcity",1,4,1.1,3,0,2,0,3
"1",1,72,"Retired","bigcity",1,24,1.4,3,60,2,0,1
"1",1,59,"sickDisabled","town",1,16,2.1,3,180,2,1,3
"0",0,32,"PaidWork","town",3,15,2.1,2,180,2,0,2
"1",0,56,"PaidWork","village",2,4,1,3,0,3,1,2
"0",0,41,"PaidWork","village",2,12,0.9,2,360,1,0,3
"1",0,77,"Retired","bigcity",1,9,1.2,4,0,2,1,4
"1",0,40,"PaidWork","bigcity",4,12,1,2,120,2,0,1
"1",0,78,"Retired","village",1,3,1.8,4,0,3,0,2
"0",0,32,"PaidWork","bigcity",2,21,1.3,2,540,2,0,1
"1",1,60,"PaidWork","bigcity",3,22,1.9,5,0,2,0,1
"1",1,64,"PaidWork","town",3,17,2.1,2,360,2,0,3
"0",1,53,"PaidWork","village",3,6,1.9,5,120,2,1,3
"0",0,55,"sickDisabled","village",2,13,1.8,3,0,3,1,2
"0",1,23,"Education","town",3,14,2.3,1,300,3,0,3
"0",1,82,"Retired","bigcity",2,4,1.2,4,0,2,1,2
"0",0,54,"PaidWork","town",2,12,1.1,2,120,2,0,2
"1",1,78,"Retired","village",1,4,0.7,4,0,1,0,2
"0",0,83,"Retired","village",2,4,1,3,0,3,1,2
"0",0,77,"Housework","town",2,9,1.1,3,120,3,0,2
"1",1,81,"Retired","suburb",1,21,2,2,30,1,0,1
"1",0,56,"PaidWork","town",2,6,1,3,0,3,0,3
"1",1,88,"Retired","village",1,4,1.5,3,0,2,0,2
"1",1,51,"PaidWork","village",1,19,1.8,2,600,1,0,2
"1",0,47,"PaidWork","town",2,12,1.4,2,60,2,0,4
"0",0,68,"Retired","bigcity",1,16,1,2,60,3,0,1
"1",0,78,"Retired","village",1,4,0.6,5,0,2,1,3
"1",0,51,"PaidWork","bigcity",1,16,1,3,240,3,0,3
"1",1,75,"Retired","bigcity",2,4,1,3,0,2,0,3
"1",0,78,"Retired","town",1,6,1,4,30,4,0,2
"1",1,38,"PaidWork","town",1,12,2.3,2,120,2,0,2
"1",0,59,"Unemployed","village",1,4,0.8,4,0,1,1,3
"0",0,55,"PaidWork","town",5,11,1.5,3,60,1,1,3
"0",1,40,"PaidWork","bigcity",2,15,1.8,3,240,2,0,2
"0",1,79,"Retired","town",2,4,1.3,3,0,2,1,2
"1",0,56,"PaidWork","bigcity",1,18,1.2,3,420,2,0,1
"0",0,71,"Retired","village",2,4,0.5,3,0,3,0,1
"0",0,48,"PaidWork","town",1,12,1.2,2,300,1,0,2
"1",0,49,"PaidWork","bigcity",4,12,0.8,3,360,2,0,1
"0",0,65,"Housework","bigcity",2,4,2.1,3,60,2,0,1
"0",0,37,"PaidWork","town",2,19,1.1,2,480,1,0,2
"0",0,51,"PaidWork","town",4,18,1.5,2,360,2,0,1
"0",0,78,"Retired","town",1,4,0.7,3,0,2,0,2
"0",1,51,"PaidWork","bigcity",5,20,1.3,1,480,1,0,1
"1",0,80,"Retired","town",1,4,0.6,4,0,3,0,2
"0",0,27,"PaidWork","bigcity",4,14,0.9,2,360,2,0,3
"0",1,42,"PaidWork","bigcity",3,14,1.5,2,60,2,0,2
"0",1,39,"PaidWork","bigcity",3,18,1.5,2,120,2,0,2
"0",0,58,"PaidWork","bigcity",3,18,1.7,1,300,1,0,1
"0",0,67,"Housework","village",2,4,0.9,3,0,3,1,3
"1",0,68,"Retired","village",4,9,2.2,3,60,3,0,2
"1",0,38,"Unemployed","bigcity",4,12,2.1,2,240,1,1,2
"0",1,53,"PaidWork","suburb",4,16,1.6,3,420,1,0,1
"0",0,56,"Housework","town",2,10,1.2,3,60,3,0,2
"0",1,62,"Retired","village",2,4,0.2,3,0,3,0,4
"0",0,65,"PaidWork","town",1,18,1.9,1,480,2,0,2
"0",0,71,"PaidWork","town",2,18,2,2,240,1,0,1
"0",0,47,"PaidWork","suburb",4,19,2,2,90,2,0,2
"1",0,74,"Retired","village",1,6,1.2,2,0,2,0,3
"0",1,52,"PaidWork","town",3,19,2.3,1,240,3,0,2
"0",1,69,"Retired","village",2,6,1.4,4,0,3,1,4
"1",0,62,"PaidWork","town",2,4,1.1,3,0,3,0,1
"1",0,57,"PaidWork","town",5,7,1.8,2,180,2,1,1
"1",1,29,"PaidWork","suburb",4,14,1.8,4,360,4,0,2
"0",0,85,"Retired","town",2,0,1.5,3,0,3,1,2
"0",1,81,"Retired","bigcity",2,9,1.8,3,60,2,0,2
"0",0,68,"Housework","suburb",2,15,1.5,1,670,2,0,2
"0",1,47,"PaidWork","village",3,9,1.5,3,30,2,0,2
"0",1,49,"PaidWork","bigcity",5,8,2.2,2,120,1,0,1
"0",0,45,"PaidWork","bigcity",3,19,2.1,2,60,2,0,2
"0",1,28,"PaidWork","town",3,12,2.3,2,300,1,0,2
"0",0,71,"Retired","town",3,4,2.1,3,0,2,1,4
"0",1,49,"Other","village",4,12,0.8,3,120,2,1,2
"0",1,90,"Retired","village",2,4,1.7,3,0,1,0,2
"1",1,58,"PaidWork","town",3,12,0.6,3,390,2,0,2
"0",0,47,"PaidWork","town",2,12,1.4,2,240,2,0,3
"0",1,76,"Retired","village",3,4,1.4,3,0,2,0,2
"0",0,69,"Retired","town",2,4,0.8,3,0,2,0,3
"0",1,62,"Retired","village",2,9,1.5,2,60,2,0,2
"0",0,23,"PaidWork","town",3,15,1.8,2,60,2,0,2
"0",1,59,"PaidWork","countryside",2,12,0.6,2,120,1,0,1
"0",0,48,"PaidWork","bigcity",4,24,1.9,3,480,3,1,3
"1",0,76,"Retired","village",1,3,1,4,0,2,0,3
"0",0,47,"PaidWork","suburb",6,22,2,1,120,1,0,2
"1",0,54,"Unemployed","bigcity",2,9,1.1,2,0,2,0,3
"0",1,59,"PaidWork","town",4,9,1.6,2,90,4,0,3
"0",1,51,"PaidWork","town",2,9,1.8,1,60,2,0,2
"0",0,53,"PaidWork","bigcity",2,12,1.9,2,300,2,0,2
"0",0,16,"Education","suburb",4,9,1.6,2,180,2,0,1
"1",0,77,"Retired","town",1,8,1.1,3,0,2,1,3
"0",1,70,"Retired","town",2,16,1.3,2,0,2,0,1
"1",0,71,"Retired","suburb",2,4,1,2,30,1,0,2
"1",0,40,"PaidWork","suburb",3,16,1.2,1,180,2,0,1
"0",1,44,"PaidWork","town",2,17,1.8,2,600,1,0,2
"1",0,26,"PaidWork","village",2,12,1.4,2,120,3,0,2
"0",1,70,"Retired","suburb",2,6,1.7,2,90,2,0,1
"0",1,43,"PaidWork","suburb",5,12,1.4,2,120,1,0,2
"0",0,57,"Unemployed","town",1,12,1.6,1,180,2,0,2
"0",1,34,"PaidWork","village",1,12,1.3,1,120,1,0,2
"1",0,64,"Retired","town",1,3,0.9,4,0,2,1,2
"1",0,66,"Retired","town",1,16,2,3,480,2,1,2
"1",0,40,"PaidWork","town",6,9,0.8,3,120,2,0,4
"0",1,51,"PaidWork","village",3,9,2.3,3,0,2,0,3
"1",1,76,"Retired","bigcity",2,4,1.1,3,0,2,1,2
"0",0,25,"PaidWork","bigcity",2,16,0.7,3,180,2,1,2
"0",0,50,"PaidWork","bigcity",3,17,1.7,2,360,2,0,2
"0",1,80,"Retired","town",2,9,1,4,0,2,1,2
"1",1,44,"PaidWork","village",4,18,1,2,180,2,0,2
"0",0,44,"PaidWork","town",4,12,1.5,2,240,3,0,3
"0",1,65,"Unemployed","town",2,9,1.7,2,180,3,0,3
"0",1,38,"PaidWork","village",4,12,1.4,3,120,2,0,3
"0",1,45,"PaidWork","town",3,12,1.6,2,120,2,0,2
"0",1,25,"PaidWork","village",3,16,1.5,1,360,1,0,2
"0",1,34,"PaidWork","town",4,17,1.6,2,1080,1,0,1
"1",0,66,"Retired","village",1,3,1.4,2,0,3,0,3
"0",0,22,"PaidWork","village",6,12,0.8,3,300,1,0,2
"1",1,78,"Retired","bigcity",1,15,1.7,3,0,2,0,2
"0",0,27,"PaidWork","suburb",2,20,1.1,2,300,2,0,2
"1",0,64,"PaidWork","bigcity",1,6,0.7,3,60,2,0,4
"0",1,33,"PaidWork","bigcity",3,16,1.6,2,360,2,0,4
"0",0,68,"Retired","town",2,16,1.7,2,120,2,0,2
"0",1,47,"PaidWork","town",5,9,1,1,120,1,0,1
"0",1,51,"PaidWork","bigcity",2,12,1.4,3,60,4,1,2
